Rpt Dist No,total_crime,shannon_index,normalized_shannon
1137,437,1.6970584231612793,0.816112590397874
1138,413,1.625757145846273,0.7818239240007379
1139,504,1.5825096050834657,0.7610262531376893
1141,1032,1.4277658033858702,0.6866102146985473
1142,1089,1.470048900266147,0.7069440860927483
1143,848,1.375464158243833,0.6614584400062968
1144,737,1.3782047637297332,0.6627763926541439
1145,968,1.4295950896987604,0.6874899154625382
1146,305,1.542165675004305,0.7416249238526306
1147,649,1.6507849458063624,0.7938597516296652
1148,749,1.6216536785001865,0.7798505733371882
1149,709,1.6190819392834481,0.7786138281990389
1151,1386,1.569993823836803,0.7550074346252189
1152,675,1.4949692006088655,0.7189282173333827
1153,188,1.338368890811432,0.6436193872179052
1157,67,1.3669738885483809,0.6573754833444839
1158,481,1.5332986072462567,0.7373607656253763
1159,112,1.6974782489002822,0.816314483901773
1161,356,1.6555117982254004,0.7961328871443185
1162,1963,1.7229206376176915,0.8285496865787648
1163,449,1.5215985047647385,0.7317342056827167
1169,340,1.6525766576895058,0.7947213829125027
1171,861,1.3257299334193562,0.6375413335007203
1172,964,1.3757179620685913,0.661580493846076
1173,418,1.388573115919937,0.6677625160831431
1174,113,1.3850069509592393,0.6660475532485461
